From,To Country,To City,Postal Code,Weight (lbs),Length,Width,Height,Value (USD),Shipping Method,Estimated Delivery,Price,Currency,Insurance Text,Insurance Amount
"Tualatin, OR",Taiwan,Taipei,106,18,12,8,1,10,USPS: Priority,10-14 business days,185.14 USD,USD,+ Insurance 4.9 USD,4.9
"Tualatin, OR",Taiwan,Taipei,106,18,12,8,1,10,USPS: Express,10-14 business days,199.57 USD,USD,+ Insurance 5.08 USD,5.08
"Tualatin, OR",Taiwan,Taipei,106,18,12,8,1,10,DDP Air,10-15 business days,208.09 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,20,12,8,1,10,FedEx: International DDP,1-6 business days,108.16 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,20,12,8,1,10,FedEx: International Economy,4-8 business days,112.83 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,20,12,8,1,10,FedEx: International Priority,1-6 business days,118.1 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,20,12,8,1,10,DHL: Express Worldwide,1-6 business days,118.2 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,20,12,8,1,10,USPS: Priority,10-14 business days,199.59 USD,USD,+ Insurance 5.05 USD,5.05
"Tualatin, OR",Taiwan,Taipei,106,20,12,8,1,10,USPS: Express,10-14 business days,214.55 USD,USD,+ Insurance 5.22 USD,5.22
"Tualatin, OR",Taiwan,Taipei,106,20,12,8,1,10,DDP Air,10-15 business days,235.29 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,25,12,8,1,10,FedEx: International Economy,4-8 business days,115.67 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,25,12,8,1,10,FedEx: International Priority,1-6 business days,120.79 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,25,12,8,1,10,DHL: Express Worldwide,1-6 business days,133.3 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,25,12,8,1,10,FedEx: International DDP,1-6 business days,160.99 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,25,12,8,1,10,DDP Air,10-15 business days,274.64 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,25,12,8,1,10,USPS: Priority,10-14 business days,496.75 USD,USD,+ Insurance 8.52 USD,8.52
"Tualatin, OR",Taiwan,Taipei,106,25,12,8,1,10,USPS: Express,10-14 business days,576.71 USD,USD,+ Insurance 9.48 USD,9.48
"Tualatin, OR",Taiwan,Taipei,106,30,12,8,1,10,DHL: Express Worldwide,1-6 business days,148.41 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,30,12,8,1,10,FedEx: International Economy,4-8 business days,157.68 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,30,12,8,1,10,FedEx: International Priority,1-6 business days,169.73 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,30,12,8,1,10,FedEx: International DDP,1-6 business days,220.23 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,30,12,8,1,10,DDP Air,10-15 business days,313.99 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,30,12,8,1,10,USPS: Priority,10-14 business days,569.42 USD,USD,+ Insurance 9.31 USD,9.31
"Tualatin, OR",Taiwan,Taipei,106,30,12,8,1,10,USPS: Express,10-14 business days,657.8 USD,USD,+ Insurance 10.37 USD,10.37
"Tualatin, OR",Taiwan,Taipei,106,40,12,8,1,10,DHL: Express Worldwide,1-6 business days,178.64 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,40,12,8,1,10,FedEx: International Economy,4-8 business days,185.42 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,40,12,8,1,10,FedEx: International Priority,1-6 business days,212.01 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,40,12,8,1,10,FedEx: International DDP,1-6 business days,259.31 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,40,12,8,1,10,DDP Air,10-15 business days,392.68 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,40,12,8,1,10,USPS: Priority,10-14 business days,714.78 USD,USD,+ Insurance 10.89 USD,10.89
"Tualatin, OR",Taiwan,Taipei,106,50,12,8,1,10,DHL: Express Worldwide,1-6 business days,208.85 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,50,12,8,1,10,FedEx: International Economy,4-8 business days,223.23 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,50,12,8,1,10,FedEx: International Priority,1-6 business days,249.77 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,50,12,8,1,10,FedEx: International DDP,1-6 business days,311.55 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,50,12,8,1,10,DDP Air,10-15 business days,471.37 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,75,12,8,1,10,FedEx: International Economy,4-8 business days,334.27 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,75,12,8,1,10,DHL: Express Worldwide,1-6 business days,346.63 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,75,12,8,1,10,FedEx: International Priority,1-6 business days,414.38 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,75,12,8,1,10,FedEx: International DDP,1-6 business days,493.53 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,75,12,8,1,10,DDP Air,10-15 business days,672.57 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,100,12,8,1,10,FedEx: International Economy,4-8 business days,368.55 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,100,12,8,1,10,DHL: Express Worldwide,1-6 business days,415.09 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,100,12,8,1,10,FedEx: International Priority,1-6 business days,504.83 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,100,12,8,1,10,FedEx: International DDP,1-6 business days,546.78 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,100,12,8,1,10,DDP Air,10-15 business days,864.23 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,125,12,8,1,10,FedEx: International Economy,4-8 business days,449.65 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,125,12,8,1,10,DHL: Express Worldwide,1-6 business days,500.26 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,125,12,8,1,10,FedEx: International Priority,1-6 business days,610.23 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,125,12,8,1,10,FedEx: International DDP,1-6 business days,672.71 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,125,12,8,1,10,DDP Air,10-15 business days,1083.12 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,150,12,8,1,10,FedEx: International Economy,4-8 business days,530.74 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,150,12,8,1,10,DHL: Express Worldwide,1-6 business days,585.45 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,150,12,8,1,10,FedEx: International Priority,1-6 business days,715.6 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,150,12,8,1,10,FedEx: International DDP,1-6 business days,798.65 USD,USD,+ VAT & processing fee 9 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,150,12,8,1,10,DDP Air,10-15 business days,1302.01 USD,USD,+ VAT & processing fee 6 USD,0.0
"Tualatin, OR",Taiwan,Taipei,106,200,12,8,1,10,DHL: Express Worldwide,1-6 business days,931.31 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,200,12,8,1,10,FedEx: International Economy Freight,4-7 business days,1114.35 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,200,12,8,1,10,FedEx: International Priority Freight,1-4 business days,1691.13 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,250,12,8,1,10,DHL: Express Worldwide,1-6 business days,1107.76 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,250,12,8,1,10,FedEx: International Economy Freight,4-7 business days,1391.69 USD,USD,Insurance Included,0.0
"Tualatin, OR",Taiwan,Taipei,106,250,12,8,1,10,FedEx: International Priority Freight,1-4 business days,2112.64 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,1,12,8,1,10,Aramex: Economy Parcel Express,8-12 business days,16.91 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,1,12,8,1,10,Planet Mail: Express,20-28 business days,26.76 USD,USD,+ Insurance 3.27 USD,3.27
"Tualatin, OR",Bahrain,Manama,973,1,12,8,1,10,DHL: Express Worldwide,1-6 business days,54.83 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,1,12,8,1,10,USPS: Express,10-14 business days,60.65 USD,USD,+ Insurance 3.69 USD,3.69
"Tualatin, OR",Bahrain,Manama,973,1,12,8,1,10,FedEx: International Economy,4-8 business days,66.98 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,1,12,8,1,10,Aramex: Priority Parcel Express,6-12 business days,86.47 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,1,12,8,1,10,FedEx: International Priority,1-6 business days,88.81 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,2,12,8,1,10,Aramex: Economy Parcel Express,8-12 business days,28.32 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,2,12,8,1,10,Planet Mail: Express,20-28 business days,51.19 USD,USD,+ Insurance 3.53 USD,3.53
"Tualatin, OR",Bahrain,Manama,973,2,12,8,1,10,DHL: Express Worldwide,1-6 business days,61.51 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,2,12,8,1,10,FedEx: International Economy,4-8 business days,66.98 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,2,12,8,1,10,USPS: Express,10-14 business days,67.1 USD,USD,+ Insurance 3.75 USD,3.75
"Tualatin, OR",Bahrain,Manama,973,2,12,8,1,10,FedEx: International Priority,1-6 business days,88.81 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,2,12,8,1,10,Aramex: Priority Parcel Express,6-12 business days,112.24 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,3,12,8,1,10,Aramex: Economy Parcel Express,8-12 business days,28.32 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,3,12,8,1,10,FedEx: International Economy,4-8 business days,66.98 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,3,12,8,1,10,DHL: Express Worldwide,1-6 business days,67.58 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,3,12,8,1,10,Planet Mail: Express,20-28 business days,71.68 USD,USD,+ Insurance 3.74 USD,3.74
"Tualatin, OR",Bahrain,Manama,973,3,12,8,1,10,USPS: Express,10-14 business days,73.57 USD,USD,+ Insurance 3.81 USD,3.81
"Tualatin, OR",Bahrain,Manama,973,3,12,8,1,10,FedEx: International Priority,1-6 business days,88.81 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,3,12,8,1,10,Aramex: Priority Parcel Express,6-12 business days,112.24 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,4,12,8,1,10,Aramex: Economy Parcel Express,8-12 business days,34.02 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,4,12,8,1,10,FedEx: International Economy,4-8 business days,66.98 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,4,12,8,1,10,DHL: Express Worldwide,1-6 business days,74.29 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,4,12,8,1,10,Planet Mail: Express,20-28 business days,79.12 USD,USD,+ Insurance 3.81 USD,3.81
"Tualatin, OR",Bahrain,Manama,973,4,12,8,1,10,USPS: Express,10-14 business days,80.04 USD,USD,+ Insurance 3.87 USD,3.87
"Tualatin, OR",Bahrain,Manama,973,4,12,8,1,10,FedEx: International Priority,1-6 business days,88.81 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,4,12,8,1,10,Aramex: Priority Parcel Express,6-12 business days,125.12 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,5,12,8,1,10,Aramex: Economy Parcel Express,8-12 business days,44.45 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,5,12,8,1,10,FedEx: International Economy,4-8 business days,66.98 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,5,12,8,1,10,USPS: Priority,10-14 business days,74.48 USD,USD,+ Insurance 3.79 USD,3.79
"Tualatin, OR",Bahrain,Manama,973,5,12,8,1,10,DHL: Express Worldwide,1-6 business days,80.53 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,5,12,8,1,10,USPS: Express,10-14 business days,86.52 USD,USD,+ Insurance 3.93 USD,3.93
"Tualatin, OR",Bahrain,Manama,973,5,12,8,1,10,FedEx: International Priority,1-6 business days,88.81 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,5,12,8,1,10,Aramex: Priority Parcel Express,6-12 business days,149.9 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,6,12,8,1,10,Aramex: Economy Parcel Express,8-12 business days,45.44 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,6,12,8,1,10,FedEx: International Economy,4-8 business days,68.6 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,6,12,8,1,10,USPS: Priority,10-14 business days,80.63 USD,USD,+ Insurance 3.85 USD,3.85
"Tualatin, OR",Bahrain,Manama,973,6,12,8,1,10,DHL: Express Worldwide,1-6 business days,85.02 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,6,12,8,1,10,FedEx: International Priority,1-6 business days,88.81 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,6,12,8,1,10,USPS: Express,10-14 business days,93.12 USD,USD,+ Insurance 4 USD,4.0
"Tualatin, OR",Bahrain,Manama,973,6,12,8,1,10,Aramex: Priority Parcel Express,6-12 business days,150.89 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,7,12,8,1,10,Aramex: Economy Parcel Express,8-12 business days,56.85 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,7,12,8,1,10,FedEx: International Economy,4-8 business days,78.64 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,7,12,8,1,10,USPS: Priority,10-14 business days,86.81 USD,USD,+ Insurance 3.9 USD,3.9
"Tualatin, OR",Bahrain,Manama,973,7,12,8,1,10,FedEx: International Priority,1-6 business days,88.81 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,7,12,8,1,10,DHL: Express Worldwide,1-6 business days,90 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,7,12,8,1,10,USPS: Express,10-14 business days,99.67 USD,USD,+ Insurance 4.06 USD,4.06
"Tualatin, OR",Bahrain,Manama,973,7,12,8,1,10,Aramex: Priority Parcel Express,6-12 business days,176.66 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,8,12,8,1,10,Aramex: Economy Parcel Express,8-12 business days,61.58 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,8,12,8,1,10,FedEx: International Economy,4-8 business days,79.63 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,8,12,8,1,10,FedEx: International Priority,1-6 business days,88.81 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,8,12,8,1,10,USPS: Priority,10-14 business days,93 USD,USD,+ Insurance 3.96 USD,3.96
"Tualatin, OR",Bahrain,Manama,973,8,12,8,1,10,DHL: Express Worldwide,1-6 business days,94.61 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,8,12,8,1,10,USPS: Express,10-14 business days,106.26 USD,USD,+ Insurance 4.12 USD,4.12
"Tualatin, OR",Bahrain,Manama,973,8,12,8,1,10,Aramex: Priority Parcel Express,6-12 business days,188.56 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,9,12,8,1,10,Aramex: Economy Parcel Express,8-12 business days,62.57 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,9,12,8,1,10,FedEx: International Priority,1-6 business days,88.81 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,9,12,8,1,10,FedEx: International Economy,4-8 business days,89.22 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,9,12,8,1,10,DHL: Express Worldwide,1-6 business days,99.08 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,9,12,8,1,10,USPS: Priority,10-14 business days,99.18 USD,USD,+ Insurance 4.02 USD,4.02
"Tualatin, OR",Bahrain,Manama,973,9,12,8,1,10,USPS: Express,10-14 business days,112.76 USD,USD,+ Insurance 4.18 USD,4.18
"Tualatin, OR",Bahrain,Manama,973,9,12,8,1,10,Aramex: Priority Parcel Express,6-12 business days,189.55 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,10,12,8,1,10,Aramex: Economy Parcel Express,8-12 business days,73.98 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,10,12,8,1,10,FedEx: International Priority,1-6 business days,88.81 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,10,12,8,1,10,FedEx: International Economy,4-8 business days,90.19 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,10,12,8,1,10,DHL: Express Worldwide,1-6 business days,102.16 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,10,12,8,1,10,USPS: Priority,10-14 business days,105.3 USD,USD,+ Insurance 4.08 USD,4.08
"Tualatin, OR",Bahrain,Manama,973,10,12,8,1,10,USPS: Express,10-14 business days,119.34 USD,USD,+ Insurance 4.24 USD,4.24
"Tualatin, OR",Bahrain,Manama,973,10,12,8,1,10,Aramex: Priority Parcel Express,6-12 business days,215.32 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,12,12,8,1,10,Aramex: Economy Parcel Express,8-12 business days,79.68 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,12,12,8,1,10,FedEx: International Priority,1-6 business days,90.68 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,12,12,8,1,10,FedEx: International Economy,4-8 business days,92.3 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,12,12,8,1,10,DHL: Express Worldwide,1-6 business days,112.2 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,12,12,8,1,10,USPS: Priority,10-14 business days,117.65 USD,USD,+ Insurance 4.19 USD,4.19
"Tualatin, OR",Bahrain,Manama,973,12,12,8,1,10,USPS: Express,10-14 business days,132.63 USD,USD,+ Insurance 4.37 USD,4.37
"Tualatin, OR",Bahrain,Manama,973,12,12,8,1,10,Aramex: Priority Parcel Express,6-12 business days,228.2 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,14,12,8,1,10,Aramex: Economy Parcel Express,8-12 business days,91.1 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,14,12,8,1,10,FedEx: International Economy,4-8 business days,110.45 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,14,12,8,1,10,DHL: Express Worldwide,1-6 business days,122.27 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,14,12,8,1,10,USPS: Priority,10-14 business days,129.99 USD,USD,+ Insurance 4.31 USD,4.31
"Tualatin, OR",Bahrain,Manama,973,14,12,8,1,10,FedEx: International Priority,1-6 business days,130.51 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,14,12,8,1,10,USPS: Express,10-14 business days,145.76 USD,USD,+ Insurance 4.5 USD,4.5
"Tualatin, OR",Bahrain,Manama,973,14,12,8,1,10,Aramex: Priority Parcel Express,6-12 business days,253.97 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,16,12,8,1,10,Aramex: Economy Parcel Express,8-12 business days,108.23 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,16,12,8,1,10,FedEx: International Economy,4-8 business days,123.8 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,16,12,8,1,10,DHL: Express Worldwide,1-6 business days,132.33 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,16,12,8,1,10,USPS: Priority,10-14 business days,142.34 USD,USD,+ Insurance 4.42 USD,4.42
"Tualatin, OR",Bahrain,Manama,973,16,12,8,1,10,FedEx: International Priority,1-6 business days,143.77 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,16,12,8,1,10,USPS: Express,10-14 business days,158.89 USD,USD,+ Insurance 4.62 USD,4.62
"Tualatin, OR",Bahrain,Manama,973,16,12,8,1,10,Aramex: Priority Parcel Express,6-12 business days,292.63 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,18,12,8,1,10,Aramex: Economy Parcel Express,8-12 business days,113.93 USD,USD,+ VAT & processing fee 0.5 USD,0.0
"Tualatin, OR",Bahrain,Manama,973,18,12,8,1,10,FedEx: International Economy,4-8 business days,132.33 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,18,12,8,1,10,DHL: Express Worldwide,1-6 business days,142.38 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,18,12,8,1,10,FedEx: International Priority,1-6 business days,144.32 USD,USD,Insurance Included,0.0
"Tualatin, OR",Bahrain,Manama,973,18,12,8,1,10,USPS: Priority,10-14 business days,154.71 USD,USD,+ Insurance 4.54 USD,4.54
