From,To Country,To City,Postal Code,Weight (lbs),Length,Width,Height,Value (USD),Shipping Method,Estimated Delivery,Price,Currency,Insurance Text,Insurance Amount
"Torrance, CA",Iceland,Reykjavik,101,18,12,8,1,10,USPS: Express,10-14 business days,191.95 USD,USD,+ Insurance 5.2 USD,5.2
"Torrance, CA",Iceland,Reykjavik,101,20,12,8,1,10,FedEx: International Priority,1-6 business days,123.73 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,20,12,8,1,10,FedEx: International Economy,4-8 business days,125.02 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,20,12,8,1,10,DHL: Express Worldwide,1-6 business days,134.59 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,20,12,8,1,10,USPS: Priority,10-14 business days,171.37 USD,USD,+ Insurance 4.94 USD,4.94
"Torrance, CA",Iceland,Reykjavik,101,20,12,8,1,10,USPS: Express,10-14 business days,204.82 USD,USD,+ Insurance 5.35 USD,5.35
"Torrance, CA",Iceland,Reykjavik,101,25,12,8,1,10,FedEx: International Priority,1-6 business days,127.43 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,25,12,8,1,10,FedEx: International Economy,4-8 business days,129.73 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,25,12,8,1,10,DHL: Express Worldwide,1-6 business days,151.03 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,25,12,8,1,10,USPS: Priority,10-14 business days,387.45 USD,USD,+ Insurance 7.51 USD,7.51
"Torrance, CA",Iceland,Reykjavik,101,25,12,8,1,10,USPS: Express,10-14 business days,502.38 USD,USD,+ Insurance 8.89 USD,8.89
"Torrance, CA",Iceland,Reykjavik,101,30,12,8,1,10,DHL: Express Worldwide,1-6 business days,167.45 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,30,12,8,1,10,FedEx: International Priority,1-6 business days,189.94 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,30,12,8,1,10,FedEx: International Economy,4-8 business days,193.36 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,30,12,8,1,10,USPS: Priority,10-14 business days,437.75 USD,USD,+ Insurance 8.09 USD,8.09
"Torrance, CA",Iceland,Reykjavik,101,30,12,8,1,10,USPS: Express,10-14 business days,568.29 USD,USD,+ Insurance 9.66 USD,9.66
"Torrance, CA",Iceland,Reykjavik,101,40,12,8,1,10,DHL: Express Worldwide,1-6 business days,200.31 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,40,12,8,1,10,FedEx: International Priority,1-6 business days,227.55 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,40,12,8,1,10,FedEx: International Economy,4-8 business days,231.68 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,40,12,8,1,10,USPS: Priority,10-14 business days,538.39 USD,USD,+ Insurance 9.26 USD,9.26
"Torrance, CA",Iceland,Reykjavik,101,40,12,8,1,10,USPS: Express,10-14 business days,700.13 USD,USD,+ Insurance 11.19 USD,11.19
"Torrance, CA",Iceland,Reykjavik,101,50,12,8,1,10,DHL: Express Worldwide,1-6 business days,233.16 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,50,12,8,1,10,FedEx: International Economy,4-8 business days,277.99 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,50,12,8,1,10,FedEx: International Priority,1-6 business days,279.11 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,50,12,8,1,10,USPS: Priority,10-14 business days,639 USD,USD,+ Insurance 10.42 USD,10.42
"Torrance, CA",Iceland,Reykjavik,101,50,12,8,1,10,USPS: Express,10-14 business days,835.55 USD,USD,+ Insurance 12.77 USD,12.77
"Torrance, CA",Iceland,Reykjavik,101,75,12,8,1,10,FedEx: International Economy,4-8 business days,370.45 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,75,12,8,1,10,DHL: Express Worldwide,1-6 business days,380.87 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,75,12,8,1,10,FedEx: International Priority,1-6 business days,466.4 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,100,12,8,1,10,FedEx: International Economy,4-8 business days,373.19 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,100,12,8,1,10,DHL: Express Worldwide,1-6 business days,468.59 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,100,12,8,1,10,FedEx: International Priority,1-6 business days,570.05 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,125,12,8,1,10,FedEx: International Economy,4-8 business days,455.45 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,125,12,8,1,10,DHL: Express Worldwide,1-6 business days,567.96 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,125,12,8,1,10,FedEx: International Priority,1-6 business days,691.72 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,150,12,8,1,10,FedEx: International Economy,4-8 business days,537.7 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,150,12,8,1,10,DHL: Express Worldwide,1-6 business days,667.32 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,150,12,8,1,10,FedEx: International Priority,1-6 business days,813.37 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,200,12,8,1,10,DHL: Express Worldwide,1-6 business days,1036.73 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,200,12,8,1,10,FedEx: International Economy Freight,4-7 business days,1203.78 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,200,12,8,1,10,FedEx: International Priority Freight,1-4 business days,1996.98 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,250,12,8,1,10,DHL: Express Worldwide,1-6 business days,1239.52 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,250,12,8,1,10,FedEx: International Economy Freight,4-7 business days,1503.46 USD,USD,Insurance Included,0.0
"Torrance, CA",Iceland,Reykjavik,101,250,12,8,1,10,FedEx: International Priority Freight,1-4 business days,2494.98 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,2,12,8,1,10,Planet Mail: Express,20-28 business days,47.31 USD,USD,+ Insurance 3.51 USD,3.51
"Torrance, CA",Zambia,Chingola,10101,2,12,8,1,10,USPS: Express,10-14 business days,65.88 USD,USD,+ Insurance 3.76 USD,3.76
"Torrance, CA",Zambia,Chingola,10101,2,12,8,1,10,DHL: Express Worldwide,1-6 business days,85.43 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,2,12,8,1,10,FedEx: International Economy,4-8 business days,89.97 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,2,12,8,1,10,FedEx: International Priority,1-6 business days,143.31 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,3,12,8,1,10,Planet Mail: Express,20-28 business days,69.59 USD,USD,+ Insurance 3.75 USD,3.75
"Torrance, CA",Zambia,Chingola,10101,3,12,8,1,10,USPS: Express,10-14 business days,72.64 USD,USD,+ Insurance 3.83 USD,3.83
"Torrance, CA",Zambia,Chingola,10101,3,12,8,1,10,FedEx: International Economy,4-8 business days,89.97 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,3,12,8,1,10,DHL: Express Worldwide,1-6 business days,95.88 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,3,12,8,1,10,FedEx: International Priority,1-6 business days,143.31 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,4,12,8,1,10,USPS: Express,10-14 business days,79.4 USD,USD,+ Insurance 3.91 USD,3.91
"Torrance, CA",Zambia,Chingola,10101,4,12,8,1,10,Planet Mail: Express,20-28 business days,88.37 USD,USD,+ Insurance 3.96 USD,3.96
"Torrance, CA",Zambia,Chingola,10101,4,12,8,1,10,FedEx: International Economy,4-8 business days,89.97 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,4,12,8,1,10,DHL: Express Worldwide,1-6 business days,105.64 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,4,12,8,1,10,FedEx: International Priority,1-6 business days,143.31 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,5,12,8,1,10,USPS: Priority,10-14 business days,78.27 USD,USD,+ Insurance 3.89 USD,3.89
"Torrance, CA",Zambia,Chingola,10101,5,12,8,1,10,USPS: Express,10-14 business days,86.15 USD,USD,+ Insurance 3.99 USD,3.99
"Torrance, CA",Zambia,Chingola,10101,5,12,8,1,10,FedEx: International Economy,4-8 business days,89.97 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,5,12,8,1,10,DHL: Express Worldwide,1-6 business days,115.38 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,5,12,8,1,10,FedEx: International Priority,1-6 business days,143.31 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,6,12,8,1,10,USPS: Priority,10-14 business days,85.15 USD,USD,+ Insurance 3.97 USD,3.97
"Torrance, CA",Zambia,Chingola,10101,6,12,8,1,10,USPS: Express,10-14 business days,92.88 USD,USD,+ Insurance 4.06 USD,4.06
"Torrance, CA",Zambia,Chingola,10101,6,12,8,1,10,FedEx: International Economy,4-8 business days,93.06 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,6,12,8,1,10,DHL: Express Worldwide,1-6 business days,121.88 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,6,12,8,1,10,FedEx: International Priority,1-6 business days,143.31 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,7,12,8,1,10,USPS: Priority,10-14 business days,92.01 USD,USD,+ Insurance 4.05 USD,4.05
"Torrance, CA",Zambia,Chingola,10101,7,12,8,1,10,FedEx: International Economy,4-8 business days,97.21 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,7,12,8,1,10,USPS: Express,10-14 business days,99.62 USD,USD,+ Insurance 4.14 USD,4.14
"Torrance, CA",Zambia,Chingola,10101,7,12,8,1,10,DHL: Express Worldwide,1-6 business days,128.01 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,7,12,8,1,10,FedEx: International Priority,1-6 business days,143.31 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,8,12,8,1,10,USPS: Priority,10-14 business days,98.97 USD,USD,+ Insurance 4.13 USD,4.13
"Torrance, CA",Zambia,Chingola,10101,8,12,8,1,10,USPS: Express,10-14 business days,106.39 USD,USD,+ Insurance 4.22 USD,4.22
"Torrance, CA",Zambia,Chingola,10101,8,12,8,1,10,FedEx: International Economy,4-8 business days,108.02 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,8,12,8,1,10,DHL: Express Worldwide,1-6 business days,134.08 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,8,12,8,1,10,FedEx: International Priority,1-6 business days,143.31 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,9,12,8,1,10,USPS: Priority,10-14 business days,105.85 USD,USD,+ Insurance 4.21 USD,4.21
"Torrance, CA",Zambia,Chingola,10101,9,12,8,1,10,USPS: Express,10-14 business days,113.15 USD,USD,+ Insurance 4.29 USD,4.29
"Torrance, CA",Zambia,Chingola,10101,9,12,8,1,10,FedEx: International Economy,4-8 business days,124.22 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,9,12,8,1,10,DHL: Express Worldwide,1-6 business days,140.1 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,9,12,8,1,10,FedEx: International Priority,1-6 business days,143.31 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,10,12,8,1,10,USPS: Priority,10-14 business days,112.73 USD,USD,+ Insurance 4.28 USD,4.28
"Torrance, CA",Zambia,Chingola,10101,10,12,8,1,10,USPS: Express,10-14 business days,119.9 USD,USD,+ Insurance 4.37 USD,4.37
"Torrance, CA",Zambia,Chingola,10101,10,12,8,1,10,FedEx: International Economy,4-8 business days,125.85 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,10,12,8,1,10,FedEx: International Priority,1-6 business days,143.31 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,10,12,8,1,10,DHL: Express Worldwide,1-6 business days,146.12 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,14,12,8,1,10,USPS: Priority,10-14 business days,140.32 USD,USD,+ Insurance 4.6 USD,4.6
"Torrance, CA",Zambia,Chingola,10101,14,12,8,1,10,USPS: Express,10-14 business days,147.11 USD,USD,+ Insurance 4.68 USD,4.68
"Torrance, CA",Zambia,Chingola,10101,14,12,8,1,10,FedEx: International Economy,4-8 business days,156.74 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,14,12,8,1,10,FedEx: International Priority,1-6 business days,172.43 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,14,12,8,1,10,DHL: Express Worldwide,1-6 business days,178.89 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,16,12,8,1,10,USPS: Priority,10-14 business days,154.14 USD,USD,+ Insurance 4.76 USD,4.76
"Torrance, CA",Zambia,Chingola,10101,16,12,8,1,10,FedEx: International Economy,4-8 business days,159.04 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,16,12,8,1,10,USPS: Express,10-14 business days,160.62 USD,USD,+ Insurance 4.83 USD,4.83
"Torrance, CA",Zambia,Chingola,10101,16,12,8,1,10,DHL: Express Worldwide,1-6 business days,195.26 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,16,12,8,1,10,FedEx: International Priority,1-6 business days,201.49 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,18,12,8,1,10,USPS: Priority,10-14 business days,167.92 USD,USD,+ Insurance 4.91 USD,4.91
"Torrance, CA",Zambia,Chingola,10101,18,12,8,1,10,USPS: Express,10-14 business days,174.15 USD,USD,+ Insurance 4.99 USD,4.99
"Torrance, CA",Zambia,Chingola,10101,18,12,8,1,10,FedEx: International Economy,4-8 business days,180.98 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,18,12,8,1,10,FedEx: International Priority,1-6 business days,203.63 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,18,12,8,1,10,DHL: Express Worldwide,1-6 business days,211.65 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,20,12,8,1,10,USPS: Priority,10-14 business days,181.73 USD,USD,+ Insurance 5.07 USD,5.07
"Torrance, CA",Zambia,Chingola,10101,20,12,8,1,10,USPS: Express,10-14 business days,187.66 USD,USD,+ Insurance 5.14 USD,5.14
"Torrance, CA",Zambia,Chingola,10101,20,12,8,1,10,FedEx: International Economy,4-8 business days,195.15 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,20,12,8,1,10,FedEx: International Priority,1-6 business days,204.41 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,20,12,8,1,10,DHL: Express Worldwide,1-6 business days,228.04 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,25,12,8,1,10,FedEx: International Priority,1-6 business days,207.33 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,25,12,8,1,10,FedEx: International Economy,4-8 business days,211.09 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,25,12,8,1,10,DHL: Express Worldwide,1-6 business days,262.5 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,25,12,8,1,10,USPS: Priority,10-14 business days,615.22 USD,USD,+ Insurance 10.24 USD,10.24
"Torrance, CA",Zambia,Chingola,10101,25,12,8,1,10,USPS: Express,10-14 business days,696.54 USD,USD,+ Insurance 11.21 USD,11.21
"Torrance, CA",Zambia,Chingola,10101,30,12,8,1,10,FedEx: International Economy,4-8 business days,278.84 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,30,12,8,1,10,DHL: Express Worldwide,1-6 business days,296.98 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,30,12,8,1,10,FedEx: International Priority,1-6 business days,343.81 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,30,12,8,1,10,USPS: Priority,10-14 business days,711.34 USD,USD,+ Insurance 11.37 USD,11.37
"Torrance, CA",Zambia,Chingola,10101,30,12,8,1,10,USPS: Express,10-14 business days,799.69 USD,USD,+ Insurance 12.43 USD,12.43
"Torrance, CA",Zambia,Chingola,10101,40,12,8,1,10,FedEx: International Economy,4-8 business days,318.99 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,40,12,8,1,10,DHL: Express Worldwide,1-6 business days,365.91 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,40,12,8,1,10,FedEx: International Priority,1-6 business days,371.55 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,40,12,8,1,10,USPS: Priority,10-14 business days,903.5 USD,USD,+ Insurance 13.63 USD,13.63
"Torrance, CA",Zambia,Chingola,10101,40,12,8,1,10,USPS: Express,10-14 business days,1007.06 USD,USD,+ Insurance 14.87 USD,14.87
"Torrance, CA",Zambia,Chingola,10101,50,12,8,1,10,FedEx: International Economy,4-8 business days,400.15 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,50,12,8,1,10,DHL: Express Worldwide,1-6 business days,434.85 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,50,12,8,1,10,FedEx: International Priority,1-6 business days,442.17 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,50,12,8,1,10,USPS: Priority,10-14 business days,1095.46 USD,USD,+ Insurance 15.89 USD,15.89
"Torrance, CA",Zambia,Chingola,10101,50,12,8,1,10,USPS: Express,10-14 business days,1215.75 USD,USD,+ Insurance 17.33 USD,17.33
"Torrance, CA",Zambia,Chingola,10101,75,12,8,1,10,FedEx: International Economy,4-8 business days,486.19 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,75,12,8,1,10,FedEx: International Priority,1-6 business days,647.8 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,75,12,8,1,10,DHL: Express Worldwide,1-6 business days,654.94 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,100,12,8,1,10,FedEx: International Economy,4-8 business days,592.71 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,100,12,8,1,10,DHL: Express Worldwide,1-6 business days,806.52 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,100,12,8,1,10,FedEx: International Priority,1-6 business days,959.67 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,125,12,8,1,10,FedEx: International Economy,4-8 business days,729.86 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,125,12,8,1,10,DHL: Express Worldwide,1-6 business days,979.37 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,125,12,8,1,10,FedEx: International Priority,1-6 business days,1178.77 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,150,12,8,1,10,FedEx: International Economy,4-8 business days,866.99 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,150,12,8,1,10,DHL: Express Worldwide,1-6 business days,1152.23 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,150,12,8,1,10,FedEx: International Priority,1-6 business days,1397.86 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,200,12,8,1,10,FedEx: International Economy Freight,4-7 business days,1243.71 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,200,12,8,1,10,DHL: Express Worldwide,1-6 business days,1742.21 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,200,12,8,1,10,FedEx: International Priority Freight,1-4 business days,2198.86 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,250,12,8,1,10,FedEx: International Economy Freight,4-7 business days,1553.37 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,250,12,8,1,10,DHL: Express Worldwide,1-6 business days,2121.38 USD,USD,Insurance Included,0.0
"Torrance, CA",Zambia,Chingola,10101,250,12,8,1,10,FedEx: International Priority Freight,1-4 business days,2747.31 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,1,12,8,1,10,Planet Mail: Express,20-28 business days,22.28 USD,USD,+ Insurance 3.23 USD,3.23
"Torrance, CA",Indonesia,Jakarta,12410,1,12,8,1,10,Postal Office: Fully Tracked,10-14 business days,31.21 USD,USD,+ Insurance 3.34 USD,3.34
"Torrance, CA",Indonesia,Jakarta,12410,1,12,8,1,10,FedEx: International DDP,1-6 business days,36.65 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,1,12,8,1,10,DHL: Express Worldwide,1-6 business days,54.15 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,1,12,8,1,10,USPS: Express,10-14 business days,59.66 USD,USD,+ Insurance 3.69 USD,3.69
"Torrance, CA",Indonesia,Jakarta,12410,1,12,8,1,10,FedEx: International Economy,4-8 business days,68.51 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,1,12,8,1,10,FedEx: International Priority,1-6 business days,90 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,2,12,8,1,10,FedEx: International DDP,1-6 business days,42.37 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,2,12,8,1,10,Planet Mail: Express,20-28 business days,42.73 USD,USD,+ Insurance 3.46 USD,3.46
"Torrance, CA",Indonesia,Jakarta,12410,2,12,8,1,10,Postal Office: Fully Tracked,10-14 business days,51.37 USD,USD,+ Insurance 3.56 USD,3.56
"Torrance, CA",Indonesia,Jakarta,12410,2,12,8,1,10,DHL: Express Worldwide,1-6 business days,59.84 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,2,12,8,1,10,USPS: Express,10-14 business days,65.12 USD,USD,+ Insurance 3.75 USD,3.75
"Torrance, CA",Indonesia,Jakarta,12410,2,12,8,1,10,FedEx: International Economy,4-8 business days,68.51 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,2,12,8,1,10,FedEx: International Priority,1-6 business days,90 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,3,12,8,1,10,FedEx: International DDP,1-6 business days,57.7 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,3,12,8,1,10,Planet Mail: Express,20-28 business days,63.12 USD,USD,+ Insurance 3.68 USD,3.68
"Torrance, CA",Indonesia,Jakarta,12410,3,12,8,1,10,Postal Office: Fully Tracked,10-14 business days,64.46 USD,USD,+ Insurance 3.71 USD,3.71
"Torrance, CA",Indonesia,Jakarta,12410,3,12,8,1,10,DHL: Express Worldwide,1-6 business days,65.83 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,3,12,8,1,10,FedEx: International Economy,4-8 business days,68.51 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,3,12,8,1,10,USPS: Express,10-14 business days,70.6 USD,USD,+ Insurance 3.81 USD,3.81
"Torrance, CA",Indonesia,Jakarta,12410,3,12,8,1,10,FedEx: International Priority,1-6 business days,90 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,4,12,8,1,10,FedEx: International DDP,1-6 business days,63.18 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,4,12,8,1,10,FedEx: International Economy,4-8 business days,68.51 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,4,12,8,1,10,Postal Office: Fully Tracked,10-14 business days,70.55 USD,USD,+ Insurance 3.77 USD,3.77
"Torrance, CA",Indonesia,Jakarta,12410,4,12,8,1,10,DHL: Express Worldwide,1-6 business days,71.81 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,4,12,8,1,10,Planet Mail: Express,20-28 business days,75.16 USD,USD,+ Insurance 3.81 USD,3.81
"Torrance, CA",Indonesia,Jakarta,12410,4,12,8,1,10,USPS: Express,10-14 business days,76.08 USD,USD,+ Insurance 3.87 USD,3.87
"Torrance, CA",Indonesia,Jakarta,12410,4,12,8,1,10,FedEx: International Priority,1-6 business days,90 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,5,12,8,1,10,USPS: Priority,10-14 business days,69.53 USD,USD,+ Insurance 3.79 USD,3.79
"Torrance, CA",Indonesia,Jakarta,12410,5,12,8,1,10,FedEx: International DDP,1-6 business days,70.06 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,5,12,8,1,10,FedEx: International Economy,4-8 business days,73.9 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,5,12,8,1,10,DHL: Express Worldwide,1-6 business days,76.54 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,5,12,8,1,10,USPS: Express,10-14 business days,81.57 USD,USD,+ Insurance 3.93 USD,3.93
"Torrance, CA",Indonesia,Jakarta,12410,5,12,8,1,10,FedEx: International Priority,1-6 business days,90 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,6,12,8,1,10,FedEx: International DDP,1-6 business days,72.82 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,6,12,8,1,10,USPS: Priority,10-14 business days,74.69 USD,USD,+ Insurance 3.85 USD,3.85
"Torrance, CA",Indonesia,Jakarta,12410,6,12,8,1,10,FedEx: International Economy,4-8 business days,79.38 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,6,12,8,1,10,DHL: Express Worldwide,1-6 business days,81.76 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,6,12,8,1,10,USPS: Express,10-14 business days,87.18 USD,USD,+ Insurance 4 USD,4.0
"Torrance, CA",Indonesia,Jakarta,12410,6,12,8,1,10,FedEx: International Priority,1-6 business days,90 USD,USD,Insurance Included,0.0
"Torrance, CA",Indonesia,Jakarta,12410,7,12,8,1,10,FedEx: International DDP,1-6 business days,79.6 USD,USD,+ VAT & processing fee 9.2 USD,0.0
"Torrance, CA",Indonesia,Jakarta,12410,7,12,8,1,10,USPS: Priority,10-14 business days,79.88 USD,USD,+ Insurance 3.9 USD,3.9
