Product Name,Product Link,Product Price
Bell HYPO Longwear Hydra Foundation 04,https://adasat.online/kw-en/product-details/accessories/make-up/bell/bell-hypo-longwear-hydra-foundation-04,KWD 7.750
Bell HYPO Longwear Hydra Foundation 03,https://adasat.online/kw-en/product-details/accessories/make-up/bell/bell-hypo-longwear-hydra-foundation-03,KWD 7.750
Bell HYPO Longwear Hydra Foundation 02,https://adasat.online/kw-en/product-details/accessories/make-up/bell/bell-hypo-longwear-hydra-foundation-02,KWD 7.750
Bell HYPO Full Cover Foundation 04,https://adasat.online/kw-en/product-details/accessories/make-up/bell/bell-hypo-full-cover-foundation-04,KWD 4.900
Bell HYPO Full Cover Foundation 03,https://adasat.online/kw-en/product-details/accessories/make-up/bell/bell-hypo-full-cover-foundation-03,KWD 4.900
Bell HYPO Full Cover Foundation 02,https://adasat.online/kw-en/product-details/accessories/make-up/bell/bell-hypo-full-cover-foundation-02,KWD 4.900
Bell HYPO Mat&Smooth Make-Up Base,https://adasat.online/kw-en/product-details/accessories/make-up/bell/bell-hypo-mat-smooth-make-up-base,KWD 6.400
Bell HYPO Highlight & Bronze Kit,https://adasat.online/kw-en/product-details/accessories/make-up/bell/bell-hypo-highlight-bronze-kit,KWD 7.900
Bell Bad Romance Face&Eye Palette,https://adasat.online/kw-en/product-details/accessories/make-up/bell/bell-bad-romance-face-eye-palette,KWD 6.600
Bell PRO Glow Palette,https://adasat.online/kw-en/product-details/accessories/make-up/bell/bell-pro-glow-palette,KWD 5.500
Bell PRO Pressed Pigment Palette,https://adasat.online/kw-en/product-details/accessories/make-up/bell/bell-pro-pressed-pigment-palette,KWD 6.600
Bell Matte Face Contour Palette,https://adasat.online/kw-en/product-details/accessories/make-up/bell/bell-matte-face-contour-palette,KWD 6.600
Bell Natural Beauty Highlighter,https://adasat.online/kw-en/product-details/accessories/make-up/bell/bell-natural-beauty-highlighter,KWD 3.500
Bell Natural Beauty Blush,https://adasat.online/kw-en/product-details/accessories/make-up/bell/bell-natural-beauty-blush,KWD 3.500
Lash Curler,https://adasat.online/kw-en/product-details/accessories/tweezer/ltayef-beauty5/lash-curler2,"KWD 2.800
4.000
30% off"
Lash Applicator 2,https://adasat.online/kw-en/product-details/accessories/tweezer/ltayef-beauty5/lash-applicator-2,"KWD 1.750
2.500
30% off"
Lash Applicator1,https://adasat.online/kw-en/product-details/accessories/tweezer/ltayef-beauty5/lash-applicator2,"KWD 1.750
2.500
30% off"
Scissor,https://adasat.online/kw-en/product-details/accessories/tweezer/ltayef-beauty5/scissor2,"KWD 1.750
2.500
30% off"
Purple,https://adasat.online/kw-en/product-details/accessories/makeup-bags/ltayef-beauty4/purple2,"KWD 3.500
5.000
30% off"
Orange,https://adasat.online/kw-en/product-details/accessories/makeup-bags/ltayef-beauty4/orange,"KWD 3.500
5.000
30% off"
Chrome,https://adasat.online/kw-en/product-details/accessories/makeup-bags/ltayef-beauty4/chrome2,"KWD 3.500
5.000
30% off"
Senior White Strip,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/senior-white-strip,"KWD 4.725
6.750
30% off"
Pure Grey Purple,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/pure-grey-purple,"KWD 4.725
6.750
30% off"
Pure Dark Red,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/pure-dark-red,"KWD 4.725
6.750
30% off"
White Strip,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/white-strip,"KWD 4.725
6.750
30% off"
Pink Love Drop,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/pink-love-drop,"KWD 4.725
6.750
30% off"
Pink White Border,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/pink-white-border,"KWD 4.725
6.750
30% off"
Senior Silver Strip,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/senior-silver-strip,"KWD 4.725
6.750
30% off"
White Gold Strip,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/white-gold-strip,"KWD 4.725
6.750
30% off"
Pink White Strip,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/pink-white-strip,"KWD 4.725
6.750
30% off"
Black Strip,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/black-strip,"KWD 4.725
6.750
30% off"
Nude Brown Tiger,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/nude-brown-tiger,"KWD 4.725
6.750
30% off"
Pure Light,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/pure-light,"KWD 4.725
6.750
30% off"
Black Triangle,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/black-triangle,"KWD 4.725
6.750
30% off"
Zebra,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/zebra2,"KWD 4.725
6.750
30% off"
Yellow French,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/yellow-french,"KWD 4.725
6.750
30% off"
Pink Collection,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/pink-collection,"KWD 4.725
6.750
30% off"
Matcha,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/matcha,"KWD 4.725
6.750
30% off"
Grey French,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/grey-french,"KWD 4.725
6.750
30% off"
French Nails,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/french-nails,"KWD 4.725
6.750
30% off"
Casper,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/casper,"KWD 4.725
6.750
30% off"
Blue French,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/blue-french,"KWD 4.725
6.750
30% off"
Black French,https://adasat.online/kw-en/product-details/accessories/nails/ltayef-beauty3/black-french,"KWD 4.725
6.750
30% off"
Yellow,https://adasat.online/kw-en/product-details/accessories/make-up-sponge/ltayef-beauty2/yellow,"KWD 2.100
3.000
30% off"
Turquoise,https://adasat.online/kw-en/product-details/accessories/make-up-sponge/ltayef-beauty2/turquoise2,"KWD 2.100
3.000
30% off"
Purple,https://adasat.online/kw-en/product-details/accessories/make-up-sponge/ltayef-beauty2/purple,"KWD 2.100
3.000
30% off"
Pink,https://adasat.online/kw-en/product-details/accessories/make-up-sponge/ltayef-beauty2/pink,"KWD 2.100
3.000
30% off"
Hot Pink,https://adasat.online/kw-en/product-details/accessories/make-up-sponge/ltayef-beauty2/hot-pink,"KWD 2.100
3.000
30% off"
Creme,https://adasat.online/kw-en/product-details/accessories/make-up-sponge/ltayef-beauty2/creme,"KWD 2.100
3.000
30% off"
Maroon,https://adasat.online/kw-en/product-details/accessories/make-up-sponge/ltayef-beauty2/maroon,"KWD 2.100
3.000
30% off"
Spot Paste,https://adasat.online/kw-en/product-details/accessories/self-care/carbon-theory/spot-paste---direct-treatment,KWD 10.750
Facial Moisturiser,https://adasat.online/kw-en/product-details/accessories/self-care/carbon-theory/facial-moisturiser,KWD 8.000
Cleansing Pads - 60 Pack,https://adasat.online/kw-en/product-details/accessories/self-care/carbon-theory/cleansing-pads---60-pack,KWD 9.750
Facial Wet Mask,https://adasat.online/kw-en/product-details/accessories/self-care/carbon-theory/breakout-control-mineral-mud-mask,KWD 7.000
Exfoliating Body Bar,https://adasat.online/kw-en/product-details/accessories/self-care/carbon-theory/exfoliating-body-bar,KWD 4.500
Bi-Phase Cleansing Water,https://adasat.online/kw-en/product-details/accessories/self-care/carbon-theory/bi-phase-cleansing-water,KWD 6.000
Facial Cleansing Wash,https://adasat.online/kw-en/product-details/accessories/self-care/carbon-theory/facial-cleansing-wash,KWD 5.000
Facial Cleansing Bar,https://adasat.online/kw-en/product-details/accessories/self-care/carbon-theory/facial-cleansing-bar,KWD 3.850
Facial Exfoliating Scrub,https://adasat.online/kw-en/product-details/accessories/self-care/carbon-theory/facial-exfoliating-scrub,KWD 6.750
SPF 50+,https://adasat.online/kw-en/product-details/accessories/self-care/carbon-theory/spf-50,KWD 9.500
Salicylic Cleansing Bar,https://adasat.online/kw-en/product-details/accessories/self-care/carbon-theory/salicylic-acid-exfoliating-cleansing-bar,KWD 4.500
Salicylic Acid Exfoliating,https://adasat.online/kw-en/product-details/accessories/self-care/carbon-theory/salicylic-acid-exfoliating-gel-cleanser,KWD 5.000
Facial Purifying Tonic,https://adasat.online/kw-en/product-details/accessories/self-care/carbon-theory/facial-purifying-tonic,KWD 8.500
Overnight Detox Serum,https://adasat.online/kw-en/product-details/accessories/self-care/carbon-theory/overnight-detox-serum,KWD 8.500
Deluna Black Brush Set 7 Pcs,https://adasat.online/kw-en/product-details/accessories/brushes/deluna-brush/deluna-black-brush-set-7-pcs,KWD 4.000
Deluna Black Brush Set 12 Pcs,https://adasat.online/kw-en/product-details/accessories/brushes/deluna-brush/deluna-brush-12-set-pcs,KWD 6.000
Clarique Charcoal Shampoo,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-charcoal-shampoo,KWD 3.300
Clarique Charcoal Face Wash,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-charcoal-face-wash,KWD 3.300
Clarique Onion Hair Shampoo,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-onion-hair-shampoo,KWD 3.300
Clarique Moisturizing Gel,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-moisturizing-gel,KWD 2.700
Clarique Refreshing Face Toner,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-refreshing-face-toner,KWD 2.400
Clarique Moisturizing Cream,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-moisturizing-cream,KWD 2.700
Clarique Face Glowing Cream,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-face-glowing-cream,KWD 2.700
Clarique Face Pack,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-face-pack,KWD 2.700
Clarique Face Scrub,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-face-scrub,KWD 2.700
Clarique Face Massage Cream,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-face-massage-cream,KWD 2.700
Clarique Body Moisturizing Lotion Olive,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-body-moisturizing-lotion-oliv,KWD 3.000
Clarique Body Moisturizing Lotion shea,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-products-list-clarique-product,KWD 3.000
Clarique Herbal Hair Oil,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-herbal-hair-oil,KWD 2.400
Clarique Onion Hair Oil,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-onion-hair-oil,KWD 3.000
Clarique Neem Face Wash,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-neem-face-wash,KWD 2.400
Clarique Acne Care Face Wash,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-acne-care-face-wash,KWD 2.400
Clarique Skin Lightening Face Wash,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-skin-lightening-face-wash,KWD 2.400
Clarique Scalp Care Shampoo,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-scalp-care-shampoo,KWD 2.400
Clarique Hair Conditioning Shampoo,https://adasat.online/kw-en/product-details/accessories/self-care/clarique/clarique-hair-conditioning-shampoo,KWD 2.400
D Smoke,https://adasat.online/kw-en/product-details/colored-lenses/deluna/deluna/d-smokey,"KWD 9.600
12.000
20% off"
D Olivian,https://adasat.online/kw-en/product-details/colored-lenses/deluna/deluna/d-olivian,"KWD 9.600
12.000
20% off"
D Hazel,https://adasat.online/kw-en/product-details/colored-lenses/deluna/deluna/d-hazel,"KWD 9.600
12.000
20% off"
D Green,https://adasat.online/kw-en/product-details/colored-lenses/deluna/deluna/d-green,"KWD 9.600
12.000
20% off"
D Blue,https://adasat.online/kw-en/product-details/colored-lenses/deluna/deluna/d-blue,"KWD 9.600
12.000
20% off"
D Almond,https://adasat.online/kw-en/product-details/colored-lenses/deluna/deluna/d-almond,"KWD 9.600
12.000
20% off"
D Gray,https://adasat.online/kw-en/product-details/colored-lenses/deluna/deluna/d-gray2,"KWD 9.600
12.000
20% off"
D Brown,https://adasat.online/kw-en/product-details/colored-lenses/deluna/deluna/d-brown,"KWD 9.600
12.000
20% off"
FOUNDATION BRUSH 02,https://adasat.online/kw-en/product-details/accessories/brushes/pastel232/foundation-brush-02,KWD 4.500
98 BRUSH - POWDER 01,https://adasat.online/kw-en/product-details/accessories/brushes/pastel232/98-brush---powder-01,KWD 5.500
98 BRUSH - SMUDGE 08,https://adasat.online/kw-en/product-details/accessories/brushes/pastel232/98-brush---smudge-08,KWD 3.000
98 BRUSH - HIGHLIGHTER 05,https://adasat.online/kw-en/product-details/accessories/brushes/pastel232/98-brush---highlighter-05,KWD 4.000
98 BRUSH - EYESHADOW 06,https://adasat.online/kw-en/product-details/accessories/brushes/pastel232/98-brush---eyeshadow-06,KWD 3.500
98 BRUSH - CREASE 07,https://adasat.online/kw-en/product-details/accessories/brushes/pastel232/98-brush---crease-07,KWD 3.000
98 BRUSH - CONCEALER 03,https://adasat.online/kw-en/product-details/accessories/brushes/pastel232/98-brush---concealer-03,KWD 3.700
98 BRUSH - BLUSH 04,https://adasat.online/kw-en/product-details/accessories/brushes/pastel232/98-brush---blush-04,KWD 4.000
EYE CREAM+HYDRATING SATIN CONCEALER 61,https://adasat.online/kw-en/product-details/accessories/concealer/pastel44/eye-cream-hydrating-satin-concealer-61,KWD 3.500
EYE CREAM+HYDRATING SATIN CONCEALER 66,https://adasat.online/kw-en/product-details/accessories/concealer/pastel44/eye-cream-hydrating-satin-concealer-66,KWD 3.500
EYE CREAM+HYDRATING SATIN CONCEALER 65,https://adasat.online/kw-en/product-details/accessories/concealer/pastel44/eye-cream-hydrating-satin-concealer-65,KWD 3.500
EYE CREAM+HYDRATING SATIN CONCEALER 64,https://adasat.online/kw-en/product-details/accessories/concealer/pastel44/eye-cream-hydrating-satin-concealer-64,KWD 3.500
EYE CREAM+HYDRATING SATIN CONCEALER 63,https://adasat.online/kw-en/product-details/accessories/concealer/pastel44/eye-cream-hydrating-satin-concealer-63,KWD 3.500
EYE CREAM+HYDRATING SATIN CONCEALER 62,https://adasat.online/kw-en/product-details/accessories/concealer/pastel44/eye-cream-hydrating-satin-concealer-62,KWD 3.500
352 LIQUID CONCEALER 104,https://adasat.online/kw-en/product-details/accessories/concealer/pastel44/352-liquid-concealer-104,KWD 3.500
352 LIQUID CONCEALER 102,https://adasat.online/kw-en/product-details/accessories/concealer/pastel44/352-liquid-concealer-102,KWD 3.500
352 LIQUID CONCEALER 101,https://adasat.online/kw-en/product-details/accessories/concealer/pastel44/352-liquid-concealer-101,KWD 3.500
PASTEL SHOW YOUR JOY LIQUID BLUSH 58,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/pastel-show-your-joy-liquid-blush-58,KWD 3.500
PROFASHION GLOW LIQUID EYESHADOW 226,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/profashion-glow-liquid-eyeshadow-226,KWD 2.500
PROFASHION GLOW LIQUID EYESHADOW 225,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/profashion-glow-liquid-eyeshadow-225?,KWD 2.500
PASTEL HYDRO GLOW PRIMER,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/pastel-hydro-glow-primer,KWD 4.750
SMART PIGMENTS 51 - MEDIUM DEEP,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/smart-pigments-51---medium-deep,KWD 5.500
SMART PIGMENTS 50 - LIGHT MEDIUM,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/smart-pigments-50---light-medium,KWD 5.500
METALLIC GLOW SET 468,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/metallic-glow-set-468,KWD 7.500
PASTEL GLOW LIQUID EYE 223,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/pastel-glow-liquid-eye-223,KWD 2.500
GLOW LIQUID EYE 223 284,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/glow-liquid-eye-223-284,KWD 2.500
LIQUID BRONZER 20 338,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/liquid-bronzer-20-338,KWD 3.500
SHOW YOUR PURITY 101 320,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/show-your-purity-101-320,KWD 3.000
SHOW YOUR PURITY 102 320,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/show-your-purity-102-320,KWD 3.000
SHOW YOUR PURITY 103 320,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/show-your-purity-103-320,KWD 3.000
SHOW YOUR PURITY 104 320,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/show-your-purity-104-320,KWD 3.000
HI CORRECTOR HD 410,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/hi-corrector-hd-410,KWD 8.750
HI CORRECTOR HD 409,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/hi-corrector-hd-409,KWD 8.750
HI CORRECTOR HD 408,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/hi-corrector-hd-408,KWD 8.750
HI CORRECTOR HD 407,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/hi-corrector-hd-407,KWD 8.750
HI CORRECTOR HD 406,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/hi-corrector-hd-406,KWD 8.750
HI CORRECTOR HD 405,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/hi-corrector-hd-405,KWD 8.750
HI CORRECTOR HD 404,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/hi-corrector-hd-404,KWD 8.750
HI CORRECTOR HD 403,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/hi-corrector-hd-403,KWD 8.750
HI CORRECTOR HD 402,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/hi-corrector-hd-402,KWD 8.750
HI CORRECTOR HD 401,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/hi-corrector-hd-401,KWD 8.750
HI CORRECTOR HD 400,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/hi-corrector-hd-400,KWD 8.750
SUNLIGHT HIGHLIGHTER MINI 101,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/sunlight-highlighter-mini-101,KWD 2.000
SPRING BLUSH-ON 15,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/spring-blush-015,KWD 4.500
SPRING BLUSH-ON 14,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/spring-blush-15,KWD 4.500
LIP TO CHEECK TINT 141 02,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/lip-to-cheeck-tint-141-02,KWD 3.900
LIP TO CHEECK TINT 141 01,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/lip-to-cheeck-tint-141-01,KWD 3.900
Terracotta Powder No.53,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/terracotta-powder-no-53,KWD 6.000
Terracotta Powder No.52,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/terracotta-powder-no-52,KWD 6.000
Terracotta Powder No.51,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/terracotta-powder-no-51,KWD 6.000
Terracotta Blush On No.03,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/terracotta-blush-on-no-03,KWD 6.000
Terracotta Blush On No.02,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/terracotta-blush-on-no-02,KWD 6.000
Terracotta Blush On No.01,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/terracotta-blush-on-no-01,KWD 6.000
Freshness Skin Tint Foundation 506,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/freshness-skin-tint-foundation-506,KWD 4.500
PROFASHION GLASSY SERUM GLOW SKIN SERUM,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/profashion-glassy-serum-glow-skin-serum,KWD 5.500
HI COVERAGE LIQUID FOUNDATION HD 416,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/hi-corrector-hd-416,KWD 8.750
PASTEL GLOW LIQUID EYE 224,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/pastel-glow-liquid-eye-224,KWD 2.500
PROFASHION 24H NON-STOP 2in1 606,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/profashion-24h-non-stop-2in1-606,KWD 6.500
PROFASHION 24 H NON-STOP 2in1 605,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/profashion-24-h-non-stop-2in1-605,KWD 6.500
PROFASHION 24H NON-ATOP 2in1 604,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/profashion-24h-non-atop-2in1-604,KWD 6.500
PROFASHION 24 H NON-STOP 2in1 603,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/profashion-24-h-non-stop-2in1-603,KWD 6.500
PROFASHION 24 H NON-STOP 2in1 602,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/profashion-24-h-non-stop-2in1-602,KWD 6.500
PROFASHION 24H NON-STOP 2in1 601,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/profashion-24h-non-stop-2in1-601,KWD 6.500
Freshness Skin Tint Foundation 505,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/freshness-skin-tint-foundation-505,KWD 4.500
Freshness Skin Tint Foundation 504,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/freshness-skin-tint-foundation-504,KWD 4.500
Freshness Skin Tint Foundation 503,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/freshness-skin-tint-foundation-503,KWD 4.500
Freshness Skin Tint Foundation 502,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/freshness-skin-tint-foundation-502,KWD 4.500
Freshness Skin Tint Foundation 501,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/freshness-skin-tint-foundation-501,KWD 4.500
Gel Mattifying Primer 363,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/gel-mattifyingprimer-363,KWD 6.500
Your Sweetness Freckle Pen 01,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/your-sweetness-freckle-pen-01,KWD 3.500
Highlight Sunlight 101,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/highlight-sunlight-101,KWD 3.000
Highlight Moonlight 100,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/highlight-moonlight-369,KWD 3.000
MOOD DREAMY 442,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/374-mood-dreamy-442,KWD 6.500
MOOD DREAMY 441,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/374-mood-dreamy-441,KWD 6.500
SHOW YOUR STYLE 465,https://adasat.online/kw-en/product-details/accessories/make-up/pastel23/390-show-your-style-465,KWD 7.500
